Date,workoutId,exerciseId,singleSetId,exerciseName,reps,weight,fake_user_id
2021-07-20,FT96c0PF9L,zJlvUiMLou,10hM6wtprn,Barbell Incline Bench Press,15,52.16318458509857,fake_id_393
2021-06-09,BpuWGsTpLI,dFycDkJyHe,HPVSR4IjPV,Dumbbell Shoulder Raise,17,6.8038936415345965,fake_id_392
2021-07-09,H6rptrJPoi,erjFOF21dc,aw0S8qH3O6,Reverse Barbell Curl,12,11.339822735890994,fake_id_402
2021-04-01,k6lN6PR3J3,HggeHLeipS,IymCy33Erw,Cable Double Bicep Curl,10,18.14371637742559,fake_id_406
2021-08-20,jEBlZXhqCh,DhkjvJNsNR,oIpD5L78ru,Sit Up,20,0.0,fake_id_415
2021-10-02,pL3jNkHkUt,EAjKaB5zWy,61vpNDrWEd,Dumbbell Kickbacks,6,7.937875915123695,fake_id_417
2021-04-12,ba5Yget7sH,EAjKaB5zWy,cQ6BlPitAq,Dumbbell Kickbacks,25,9.071858188712795,fake_id_439
2021-08-01,fu1DwvJnWB,otjt26R0oL,Xh3Du8iABl,Barbell Shoulder Press,6,43.091326396385774,fake_id_392
2021-09-01,cAxX9cymEI,UThEK7cf4f,GERQBf4diS,Machine Fly,12,40.82336184920758,fake_id_429
2021-03-17,vC0zV8HeuP,UQBXLgsfXN,AWCL01We3O,Dumbbell Shrug,15,20.41168092460379,fake_id_405
2021-08-24,Etl7StsMcQ,6wga8VycHO,GHerGQmaCe,Clean Deadlift,11,86.18265279277155,fake_id_412
2021-07-05,c4dRN4FcCW,06kzIMnTzR,DtKm93mI52,Oblique Crunch,21,0.0,fake_id_422
2021-09-21,CmhuVLgU4l,BN1DjSE1Zi,025GJ2PlVp,Romanian Deadlift,8,61.235042773811365,fake_id_424
2021-10-07,LUnYEQztxx,XlazCsjHwn,my32pP7UK0,Hang Snatch,6,29.483539113316585,fake_id_429
2021-10-29,HBOOkAHSMf,aIzmfLklht,oB1cadEYGD,Dumbbell Step Up,14,2.267964547178199,fake_id_401
2021-09-07,sm9r5XUZaL,3GvUTFN8up,yQuzESkYUF,Calf Raise,10,18.14371637742559,fake_id_395
2021-05-06,78mGw3piAQ,243X43p1XP,yFoMvw1EPL,Seated Leg Curl,15,20.0,fake_id_446
2021-08-30,cDUHk75l8D,58REE5sJU1,iTpOpccRAY,Russian Twist,22,11.339822735890994,fake_id_410
2021-08-11,uipwDXnq0k,KVt5QRq9Hx,XnRiGSCnwQ,Side Laterals to Front Raise,15,11.339822735890994,fake_id_410
2021-08-04,wPT6qkdYB3,otjt26R0oL,8v5JX6GUcq,Barbell Shoulder Press,4,40.82336184920758,fake_id_441
2021-03-11,m1IRrxayIe,DdtF1OFcuQ,19ILLGGvtT,Tricep Push Up,9,0.0,fake_id_401
2021-10-23,wJ5lKQQMt1,G1mxtZtEs5,yBY8dltRBB,Back Squat,10,56.69911367945497,fake_id_416
2021-02-08,murmqKOzj1,uHBREgyju0,RmHSPirOPP,Step Up,8,18.14371637742559,fake_id_406
2021-05-12,YnxkWW6t25,JZcl0pTDEj,xTeaf3CAfy,TRX Glute Bridge,20,0.0,fake_id_420
2021-05-09,ABrdZe2u3X,BTmBzxhAmZ,VfXPzbVQCI,Dumbbell Pullover,10,15.87575183024739,fake_id_401
2021-03-04,IyKSKvOUOT,LDHzRzwxaI,VYP1mJIevc,Exercise Ball Push Up,12,0.0,fake_id_403
2021-08-27,ejb4ecMee4,dFycDkJyHe,oVFkVRolJp,Dumbbell Shoulder Raise,10,4.535929094356398,fake_id_397
2021-04-26,GoJjI74jOF,243X43p1XP,BNjoWEWE9R,Seated Leg Curl,15,72.57486550970236,fake_id_430
2021-04-29,lhn3icyMvc,AF7Qq7XK2r,wZspHSyPDy,Air Squats,22,0.0,fake_id_422
2021-05-31,2KzWL1NzXd,otjt26R0oL,uWzaBTfmLa,Barbell Shoulder Press,10,49.895220037920375,fake_id_430
2021-05-29,819Paojc5z,GbK7ZSbRC6,oGzP5Qlmo1,Kettlebell Sumo High Pull,10,18.14371637742559,fake_id_396
2021-10-20,zVNaIcCz32,w5njIJMJHb,rzghmkXQhP,Kettlebell Upright Row,8,13.607787283069193,fake_id_440
2021-08-16,xL21MDIcef,4IMiKZHvCG,2XS6xYSJpH,Shotgun Row,15,13.607787283069193,fake_id_393
2021-08-29,C4D5EoLjnL,gALxFFZcI4,fxxoOcCfuL,Dumbbell Decline Bench Press,6,20.41168092460379,fake_id_431
2021-08-26,WKeXWWpAwz,Gx6Z2fevPD,TarnjCbQ05,Incline Dumbbell Row,12,4.535929094356398,fake_id_409
2021-02-15,HA4KgJTqUG,AkKyo5MAvA,EcSzHr271C,Kettlebell Front Squat,2,48.080848400177814,fake_id_413
2021-06-22,fmlQ8Vu7Z7,SGoBKeSD4r,eHo8DJBMDe,TRX Single Leg Squat,10,0.0,fake_id_432
2021-10-08,GOsY2AIyLC,ACSgVaipTW,9JMBVicuiJ,Dumbbell Squeeze Press,10,18.14371637742559,fake_id_427
2021-06-17,k6I5MOJZ9U,UThEK7cf4f,HCxBXlvLZN,Machine Fly,10,72.57486550970236,fake_id_425
2021-04-30,JFLQe2u1AK,DhkjvJNsNR,rij9IEjKAd,Sit Up,11,0.0,fake_id_412
2021-07-25,n08Hb8ANoZ,dFycDkJyHe,NwTfMZc3WF,Dumbbell Shoulder Raise,8,4.535929094356398,fake_id_440
2021-08-31,TsXeruWHsp,N6zu9IJNBz,LvBVVjfmWr,Leg Raise,19,0.0,fake_id_435
2021-07-05,eCIJCC4W51,G1mxtZtEs5,Bc8Fg7BRV2,Back Squat,8,45.35929094356398,fake_id_432
2021-04-18,TbiveRet0P,ACSgVaipTW,GK9Q5oxPiE,Dumbbell Squeeze Press,15,20.41168092460379,fake_id_408
2021-07-15,md3r4N17Nv,qfkBJ4A5eQ,w7aueBKZfO,Dead Bug,7,0.0,fake_id_398
2021-10-08,12aqKgW5ly,9q2Cdgm0FM,ELrsj8OLbA,Machine Leg Press,10,90.71858188712795,fake_id_418
2021-07-15,CVa2uKGnym,fxXbcxfkLt,YeUQ0XpMRc,Exercise Ball Crunch,20,13.607787283069193,fake_id_403
2021-04-10,7KCa305QqR,Gx6Z2fevPD,Jk6OzH2Mon,Incline Dumbbell Row,12,20.41168092460379,fake_id_412
2021-01-20,hLXeyI2tYf,BN1DjSE1Zi,ra5lnDbHHK,Romanian Deadlift,11,34.01946820767298,fake_id_400
2021-06-15,F8pJCR4EyR,DdtF1OFcuQ,3zHDdLlL1h,Tricep Push Up,10,0.0,fake_id_402
2021-03-27,C66B07EzXn,nNMm3ywt6H,Wc8M4YBsle,Pike Push Up,21,0.0,fake_id_434
2021-05-12,dCfgJv4wf6,UThEK7cf4f,E2oJGUmbBl,Machine Fly,10,45.35929094356398,fake_id_400
2021-05-18,89Jj6ADDa9,wNarovWdLy,cHJmlegAgy,Cable Crunch,12,63.50300732098956,fake_id_408
2021-04-16,Z6IFVmoLjW,06kzIMnTzR,P1QbmXsA2P,Oblique Crunch,6,0.0,fake_id_402
2021-09-17,kFoUvwZzuP,BTmBzxhAmZ,h8vBaBGGbt,Dumbbell Pullover,13,6.8038936415345965,fake_id_440
2021-05-25,mSiGGTpb6B,DhkjvJNsNR,dfFzf1WZKq,Sit Up,10,7.257486550970236,fake_id_433
2021-08-09,JWaNvmUiFL,fxXbcxfkLt,Fq3TwEESFZ,Exercise Ball Crunch,39,0.0,fake_id_408
2021-06-07,GtuiWncNk4,AF7Qq7XK2r,kceVKThyp9,Air Squats,18,0.0,fake_id_395
2021-01-20,vIgyxePMwO,aIzmfLklht,bDLLDaIR24,Dumbbell Step Up,10,11.339822735890994,fake_id_412
2021-09-01,MfP6r9cFXg,r4bOO0fDTv,1ToZk5TBXN,Plank,0,0.0,fake_id_397
2021-07-10,Yr62XALZWW,9fptvki4pW,HnVoJ6Ybst,Barbell Hip Thrust,8,20.0,fake_id_398
2021-09-26,1F944qr60G,otjt26R0oL,SafehGqEHo,Barbell Shoulder Press,4,40.82336184920758,fake_id_434
2021-06-30,W5axoOK60N,erjFOF21dc,WK5HhhNLhH,Reverse Barbell Curl,15,18.14371637742559,fake_id_412
2021-05-21,wxBtGlkACB,cDYgx7gYHz,FA3KBxFqVc,Tate Press,15,11.339822735890994,fake_id_406
2021-04-01,peTm6KcxQp,AOQBAQ8rXC,mP5gcbh3ke,Pendlay Row,10,45.35929094356398,fake_id_423
2021-06-02,qGAs6mKUiE,AOQBAQ8rXC,3WfqVW8SYD,Pendlay Row,12,43.091326396385774,fake_id_424
2021-07-16,NOsWaVLSsz,58REE5sJU1,WRxzbKP0Ot,Russian Twist,15,7.937875915123695,fake_id_401
2021-09-16,vQkarm1pTJ,9VQ4n2PTFW,v7qVZAOvKx,Landmine Press,15,13.607787283069193,fake_id_423
2021-03-15,1EQ7Ikxejh,DdtF1OFcuQ,anfu5KQn1D,Tricep Push Up,10,0.0,fake_id_402
2021-07-12,IzZ8QOSDri,geCUwfcZLR,bmWcEPS0SU,Hang Clean,5,9.071858188712795,fake_id_417
2021-09-25,lPoIebz47g,Gx6Z2fevPD,rhf70UuREI,Incline Dumbbell Row,13,15.87575183024739,fake_id_392
2021-10-01,pkIYi6szG5,G1mxtZtEs5,vh8UBGjhYq,Back Squat,8,63.50300732098956,fake_id_418
2021-10-11,mKjdO0v4kr,G1mxtZtEs5,ytjtDhByxs,Back Squat,2,102.05840462301894,fake_id_413
2021-05-25,CLdQBTcSFR,zJlvUiMLou,UmDFwgZ0MN,Barbell Incline Bench Press,5,29.483539113316585,fake_id_442
2021-04-14,yA7zHGElSx,4IMiKZHvCG,AI1jiZIQWr,Shotgun Row,12,27.215574566138386,fake_id_425
2021-10-04,BQqOChzivS,9fptvki4pW,gtGE0F4BBi,Barbell Hip Thrust,2,133.80990828351372,fake_id_401
2021-07-19,5Zz6sGfHsI,QUvE80fdlJ,2F7mn9GMdM,Tricep Kickback,10,6.8038936415345965,fake_id_403
2021-11-11,ObJXXzXsYQ,UQBXLgsfXN,CC4YxWaauD,Dumbbell Shrug,15,24.947610018960187,fake_id_418
2021-01-27,kAfS7wGqPd,djuvlRHUvb,vnGIVQ3eP3,Dumbbell Rear Delt Raise,9,6.8038936415345965,fake_id_394
2021-04-21,rKbdfWYJUk,9fptvki4pW,v3ZIDSHiTz,Barbell Hip Thrust,10,61.235042773811365,fake_id_434
2021-04-15,LWvIQ07KZY,N6zu9IJNBz,wS6YW85CJa,Leg Raise,9,0.0,fake_id_402
2021-02-09,hhMuY1JTRQ,UQBXLgsfXN,lGlXsTeysN,Dumbbell Shrug,15,31.75150366049478,fake_id_412
2021-06-27,46owiV3iAZ,erjFOF21dc,lzG2fUkAbH,Reverse Barbell Curl,10,13.607787283069193,fake_id_411
2021-01-25,DBHjIpLNC6,243X43p1XP,od2LaHcQJQ,Seated Leg Curl,10,40.82336184920758,fake_id_392
2021-04-26,C5mimDJu38,Gx6Z2fevPD,ffxyZWd9E7,Incline Dumbbell Row,8,22.67964547178199,fake_id_396
2021-05-01,6OoRTbIFAS,N6zu9IJNBz,cSIwvuJL1S,Leg Raise,9,0.0,fake_id_402
2021-04-06,q8PPxTM9Dt,EAjKaB5zWy,1mJLVxRN1c,Dumbbell Kickbacks,10,13.607787283069193,fake_id_401
2021-03-22,gKaFIcyPsq,uHBREgyju0,FBdwWbN4OI,Step Up,14,0.0,fake_id_440
2021-10-12,puiUd7Ddrr,3GvUTFN8up,WSKpMOOQ0s,Calf Raise,11,0.0,fake_id_427
2021-07-08,C3vVBk7xSq,dFycDkJyHe,X1RPEz35hF,Dumbbell Shoulder Raise,9,7.937875915123695,fake_id_393
2021-02-01,zBnlPUJ3n2,qfkBJ4A5eQ,DrBNdZQIlT,Dead Bug,15,0.0,fake_id_401
2021-02-01,HZRMnvEv51,UThEK7cf4f,x3vyxbz4bI,Machine Fly,15,52.16318458509857,fake_id_413
2021-08-17,Yf95ZC46b6,RqCbxJr56l,MpKGVN5nPT,Tricep Press,10,29.483539113316585,fake_id_430
2021-01-28,57Td84ijYw,zJlvUiMLou,SlgP4ZU2TY,Barbell Incline Bench Press,5,92.98654643430615,fake_id_420
2021-10-26,TOECDi5qqz,wNarovWdLy,xzLhBl66V2,Cable Crunch,8,15.87575183024739,fake_id_396
2021-03-30,9cYHlGNV17,JZcl0pTDEj,eIgqKEAdMw,TRX Glute Bridge,12,0.0,fake_id_406
2021-02-03,I7GCixuQtR,otjt26R0oL,e5ibcuvdOC,Barbell Shoulder Press,3,52.16318458509857,fake_id_393
2021-01-27,w8GNDwQp3x,ewEcdHovom,jTva5czhtX,Hanging Leg Raise,10,0.0,fake_id_403
2021-01-08,HDBKIaDWAM,Gx6Z2fevPD,BbQCCc0Lql,Incline Dumbbell Row,10,13.607787283069193,fake_id_448
2021-01-27,989cLI4XBJ,AF7Qq7XK2r,oVLLZtiqyg,Air Squats,10,18.14371637742559,fake_id_406
2021-06-17,zVHVeCwveh,zJlvUiMLou,Zk0AGmcdO6,Barbell Incline Bench Press,4,77.11079460405875,fake_id_408
2021-09-28,A2kOhwqntQ,BTmBzxhAmZ,ESJNmPRFSI,Dumbbell Pullover,12,15.87575183024739,fake_id_441
2021-03-17,6UJnwFrmMH,9ykyHFs36M,fHMDOCk5X0,Clean,5,38.55539730202938,fake_id_402
2021-01-18,DeeyTcRvVN,243X43p1XP,T5SEe3BO2b,Seated Leg Curl,15,31.75150366049478,fake_id_392
2021-01-04,BTi8fbhyCk,j9nla5kTfn,1CULKNp0eZ,Kettlebell Hang Clean,14,9.071858188712795,fake_id_406
2021-04-09,VpDYkWMTSw,r4bOO0fDTv,DuYCLUWf0S,Plank,0,0.0,fake_id_398
2021-05-27,7XoZxDSt98,243X43p1XP,4UhRu8kP1O,Seated Leg Curl,12,45.0,fake_id_413
2021-05-19,4yPpSS2yYv,EAjKaB5zWy,yXy5Z0H9Yk,Dumbbell Kickbacks,10,10.205840462301895,fake_id_411
2021-01-30,bGrryOTF97,9fptvki4pW,XYDvY4WhyE,Barbell Hip Thrust,10,43.091326396385774,fake_id_396
2021-03-22,u7SGPP0Ikj,DdtF1OFcuQ,9ODV6TFUyP,Tricep Push Up,9,0.0,fake_id_396
2021-01-13,gu8Ucy5cP2,BN1DjSE1Zi,BYiNWwLR5Z,Romanian Deadlift,12,83.91468824559335,fake_id_413
2021-01-06,6G4AUoJ17e,BN1DjSE1Zi,m3mgnXgJV5,Romanian Deadlift,12,27.215574566138386,fake_id_400
2021-07-28,glWzQ4yCbT,1mSqEHZVVv,GmUXUs9xjl,Machine Reverse Fly,16,45.35929094356398,fake_id_410
2021-05-22,ESWBluhnRX,N6zu9IJNBz,fE3uaoAw99,Leg Raise,27,0.0,fake_id_420
2021-09-21,6TsC7Rvbtu,4IMiKZHvCG,DzwOtmtFQv,Shotgun Row,6,61.235042773811365,fake_id_410
2021-08-23,pYRCCerNQK,geCUwfcZLR,mdxAGAgLlA,Hang Clean,1,45.35929094356398,fake_id_401
2021-09-30,KMYL7FZiUd,qfkBJ4A5eQ,5MKtwHP7Ky,Dead Bug,9,0.0,fake_id_414
2021-09-10,WENHmtAgHu,uHBREgyju0,HJ75wwVqR4,Step Up,10,0.0,fake_id_409
2021-08-30,0iWsgmQzq2,9fptvki4pW,N2Y3nwGyla,Barbell Hip Thrust,5,129.27397918915733,fake_id_401
2021-06-24,xwwE9VXu3P,jgnSb5e39S,2fdyRoNEvF,Australian Chin Up,7,0.0,fake_id_432
2021-07-28,prEGp883zn,xPS7RzoOGm,9PEeh27KVa,Bent Over Barbell Row,9,70.30690096252415,fake_id_410
2021-02-02,1AtzHm0UNE,DdtF1OFcuQ,PjBnTLWg5U,Tricep Push Up,11,0.0,fake_id_402
2021-05-10,tYxEHQ5lVJ,243X43p1XP,LYZgUG6NoQ,Seated Leg Curl,12,49.895220037920375,fake_id_403
2021-09-26,pDSlKJg3gB,r4bOO0fDTv,zxS1J64bRY,Plank,0,0.0,fake_id_431
2021-01-28,wD9djJ0rUk,AF7Qq7XK2r,Bigi5TJRFG,Air Squats,11,0.0,fake_id_398
2021-01-21,bNIAdSb0Gu,omtypRFVyt,Wig8Nbi34E,Power Clean,8,40.82336184920758,fake_id_447
2021-03-15,WfMgFwtuFi,omtypRFVyt,VQEEYe4Vjv,Power Clean,10,15.87575183024739,fake_id_442
2021-09-02,YQ6fD7snHe,HpJxPvuCBP,COXso6f8eE,Dumbbell Clean,10,7.937875915123695,fake_id_406
2021-05-31,W4viDGylJQ,9fptvki4pW,wC8ZDolhL5,Barbell Hip Thrust,12,61.235042773811365,fake_id_402
2021-05-05,Y60eh1eDgh,BTmBzxhAmZ,8ceeUHyZhf,Dumbbell Pullover,18,13.607787283069193,fake_id_406
2021-11-04,JKWD8jMOWP,iQzrqsifIr,KSFm7NPiFu,Lateral Step Up,8,6.8038936415345965,fake_id_406
2021-05-14,yk6E8rTaVY,JZcl0pTDEj,36MS680M5N,TRX Glute Bridge,10,0.0,fake_id_400
2021-03-24,ATeZHkM5EJ,9q2Cdgm0FM,wyC5E91owL,Machine Leg Press,8,81.64672369841516,fake_id_405
2021-09-20,NLE8U3Z6ga,G1mxtZtEs5,1eh0CTaF5N,Back Squat,5,77.11079460405875,fake_id_429
2021-08-12,HQw8IX9Mgj,AF7Qq7XK2r,2WPm0Xj9s5,Air Squats,15,0.0,fake_id_430
2021-02-18,vCeECCdRG4,djuvlRHUvb,cv3HaleBWv,Dumbbell Rear Delt Raise,9,4.535929094356398,fake_id_399
2021-10-08,12aqKgW5ly,G1mxtZtEs5,pDv5vdlf6c,Back Squat,10,40.82336184920758,fake_id_418
2021-02-25,aTnqN9OXrv,58REE5sJU1,YEABuXltan,Russian Twist,12,18.14371637742559,fake_id_410
2021-04-22,OVtMAGTDsV,dFycDkJyHe,29XwaGMrgR,Dumbbell Shoulder Raise,15,9.071858188712795,fake_id_439
2021-01-28,JrN8iZ76gX,aIzmfLklht,09CRzmp86r,Dumbbell Step Up,10,7.937875915123695,fake_id_433
2021-02-02,yXGjIZkH4a,G1mxtZtEs5,5V2kKy1O8z,Back Squat,8,54.43114913227677,fake_id_401
2021-01-27,w8GNDwQp3x,ewEcdHovom,vyztBbirhC,Hanging Leg Raise,10,0.0,fake_id_403
2021-07-15,b2cWilZL6U,y2Gg0PEzd8,74NsPmJf8P,Preacher Curl,18,13.607787283069193,fake_id_423
2021-06-12,6JRTKprvDW,BTmBzxhAmZ,boi4I7SCqC,Dumbbell Pullover,13,13.607787283069193,fake_id_401
2021-10-08,ZBAfd4AFTG,dFycDkJyHe,yk6Shxkdmj,Dumbbell Shoulder Raise,13,5.443114913227677,fake_id_400
2021-07-26,KHeKRgsiDy,olwH9a4pKv,Ko14SkDZCW,Knee Raise,10,0.0,fake_id_397
2021-05-12,kReCaftDkR,oDI8CKhqJi,ZtH9XO0s4e,Single Arm Preacher Curl,10,11.339822735890994,fake_id_410
2021-04-12,aoYjKGEwIg,EAjKaB5zWy,PXcBVRNHDK,Dumbbell Kickbacks,14,6.8038936415345965,fake_id_400
2021-02-12,U6rdfgnMsD,djuvlRHUvb,4hNNYeQPPy,Dumbbell Rear Delt Raise,10,10.205840462301895,fake_id_412
2021-07-19,mkvpuXGeNE,4IMiKZHvCG,VBppaZ43cZ,Shotgun Row,15,13.607787283069193,fake_id_393
2021-03-31,B4WeLbibZ6,BN1DjSE1Zi,gUx97e1ZdM,Romanian Deadlift,8,83.91468824559335,fake_id_401
2021-02-12,U6rdfgnMsD,otjt26R0oL,fKzkOTqwrT,Barbell Shoulder Press,8,52.16318458509857,fake_id_412
2021-05-19,vZRFFDvMOy,AOQBAQ8rXC,fTGgOuHB02,Pendlay Row,15,35.0,fake_id_428
2021-02-12,gG7a6IyZ29,9q2Cdgm0FM,7N7yk4jB1g,Machine Leg Press,14,68.03893641534596,fake_id_403
2021-10-24,5F6VPfjgbL,xPS7RzoOGm,BUAZ0RVWDH,Bent Over Barbell Row,6,54.43114913227677,fake_id_396
2021-08-04,I9rNGc77On,3GvUTFN8up,SR3jhtN1tU,Calf Raise,12,0.0,fake_id_395
2021-04-05,XXL0YolTgu,9fptvki4pW,3OIzbcBDvk,Barbell Hip Thrust,10,27.215574566138386,fake_id_433
2021-08-30,cDUHk75l8D,KVt5QRq9Hx,InscwmjXpR,Side Laterals to Front Raise,12,11.339822735890994,fake_id_410
2021-06-07,6JQDSGLqUO,UThEK7cf4f,oQFCX5goaC,Machine Fly,15,38.55539730202938,fake_id_413
2021-02-05,qrwdnfcHnt,k4ivWt2zuv,gYi0u5BjjT,Barbell Glute Bridge,10,47.62725549074217,fake_id_395
2021-04-11,EERZ3alVPq,9VAkz3bNl4,orb9xWDRoQ,Decline Push Up,7,0.0,fake_id_399
2021-02-11,NkW3ZvnVAd,wNarovWdLy,3dD2t49Vmf,Cable Crunch,10,38.55539730202938,fake_id_423
2021-10-19,84JNEdsAEv,06kzIMnTzR,kIoqRNsmEW,Oblique Crunch,16,0.0,fake_id_400
2021-06-09,lJJfECqEbv,243X43p1XP,DfASmJa44O,Seated Leg Curl,10,49.895220037920375,fake_id_403
2021-07-03,fUr7ILoW7q,9fptvki4pW,Nzkz9nDSIy,Barbell Hip Thrust,8,45.35929094356398,fake_id_396
2021-08-01,fu1DwvJnWB,DdtF1OFcuQ,MSgUBlz9ui,Tricep Push Up,20,0.0,fake_id_392
2021-05-03,dJFwGVIAFd,EAjKaB5zWy,RjxXHrJ8WV,Dumbbell Kickbacks,10,13.607787283069193,fake_id_448
2021-03-16,hmtZv4R1PI,DhkjvJNsNR,zAQCqBBFcY,Sit Up,29,0.0,fake_id_406
2021-01-12,pUQPT3M61u,fxXbcxfkLt,myw4ZIHrNN,Exercise Ball Crunch,11,0.0,fake_id_402
2021-10-15,lsJtln3e0Z,06kzIMnTzR,r06WUx49DE,Oblique Crunch,23,0.0,fake_id_406
2021-06-03,lmchpxd7Sl,3GvUTFN8up,kRhtl1JjKb,Calf Raise,11,0.0,fake_id_440
2021-04-16,Z6IFVmoLjW,243X43p1XP,FvFGpa7qji,Seated Leg Curl,6,18.14371637742559,fake_id_402
2021-01-17,v80J3QwKIh,58REE5sJU1,UQbUKYKpT3,Russian Twist,18,10.205840462301895,fake_id_434
2021-07-07,ztYdPpmhQy,GbK7ZSbRC6,yDAGwNOtZ5,Kettlebell Sumo High Pull,12,15.87575183024739,fake_id_400
2021-01-22,wroj5vyAMI,dFycDkJyHe,gssjEVjk0j,Dumbbell Shoulder Raise,11,11.339822735890994,fake_id_412
2021-09-04,nNGUzcM28c,wNarovWdLy,c0HsrS7QvH,Cable Crunch,15,27.215574566138386,fake_id_441
2021-08-20,QUwA3lORq7,9q2Cdgm0FM,L6UcLvmx5W,Machine Leg Press,12,81.64672369841516,fake_id_412
2021-07-27,8dgORXMo1i,wNImc4b4MY,PwEzHBZaiJ,Leg Curl,12,31.75150366049478,fake_id_423
2021-06-17,jFI650iNSl,G1mxtZtEs5,wL8eITlVLQ,Back Squat,5,111.13026281173174,fake_id_430
2021-01-27,HGdiPYE7J6,DhkjvJNsNR,kBmdh4upts,Sit Up,15,0.0,fake_id_396
2021-08-02,2j4e2hvKVs,Mok6zwcCl9,Ner7Am6VOL,Cable Upright Row,12,11.339822735890994,fake_id_409
2021-08-20,3YHlsz99Xy,k4ivWt2zuv,JDIBvTvcdo,Barbell Glute Bridge,10,31.75150366049478,fake_id_418
2021-04-26,K0HPCADAwb,w5njIJMJHb,2cIQcLBJx0,Kettlebell Upright Row,16,4.535929094356398,fake_id_409
2021-04-21,rKbdfWYJUk,WoEeZr6Uwx,lC3yJJCHl8,Single Arm Lat Pulldown,10,22.67964547178199,fake_id_434
2021-09-11,jdW6FyVM28,erjFOF21dc,cVYhxBOSLl,Reverse Barbell Curl,12,22.67964547178199,fake_id_431
2021-03-16,02MXUrwPHd,otjt26R0oL,OEUZdsCLPA,Barbell Shoulder Press,12,22.67964547178199,fake_id_405
2021-02-24,FFVe2anM69,N6zu9IJNBz,1YgsazjVPa,Leg Raise,10,0.0,fake_id_405
2021-10-29,ICr3TFoqju,G1mxtZtEs5,5ojAzyGH7s,Back Squat,1,176.9012346798995,fake_id_430
2021-03-03,Udpt89xamA,ACSgVaipTW,Bkd48AyxAC,Dumbbell Squeeze Press,13,9.071858188712795,fake_id_442
2021-04-19,Ot3e4dxpfs,djuvlRHUvb,FCZtaADxE8,Dumbbell Rear Delt Raise,15,11.339822735890994,fake_id_439
2021-06-12,hC4ZFTTYm5,58REE5sJU1,xfzIyfVXUr,Russian Twist,15,4.535929094356398,fake_id_402
2021-01-11,7tYuFPtyvi,58REE5sJU1,23eC6kkMJx,Russian Twist,18,2.267964547178199,fake_id_417
2021-03-19,NOuClCiugC,G1mxtZtEs5,j8VjfgQIWy,Back Squat,4,122.47008554762273,fake_id_412
2021-04-23,UuURlAcyFh,otjt26R0oL,ZULG9fD86C,Barbell Shoulder Press,8,25.174406473678005,fake_id_394
2021-09-09,l8CdY3huSs,UThEK7cf4f,27xFtHpiAa,Machine Fly,8,63.50300732098956,fake_id_435
2021-02-13,nEfvmI3dFQ,uHBREgyju0,JazsmjqGFN,Step Up,12,13.607787283069193,fake_id_406
2021-03-26,GH5aXH2Fq4,dFycDkJyHe,I9TQT3WdUr,Dumbbell Shoulder Raise,12,6.8038936415345965,fake_id_393
2021-05-04,m1Lgzz4oHO,9fptvki4pW,kvAJLAVjLb,Barbell Hip Thrust,10,11.339822735890994,fake_id_417
2021-01-27,GSEs3BgGsx,DdtF1OFcuQ,YN9irdxc2p,Tricep Push Up,8,0.0,fake_id_412
2021-08-09,zqxLN4f6oa,wNarovWdLy,3EJD3ryvh6,Cable Crunch,10,13.154194373633553,fake_id_394
2021-10-14,TZkWIJaz6y,Yw1aA3soIp,BNkRMYYY7E,Dumbbell Sumo Squat,15,18.14371637742559,fake_id_408
2021-01-13,rrFLxEBBvm,06kzIMnTzR,DIFOGn1Qqw,Oblique Crunch,12,0.0,fake_id_424
2021-02-27,kg7iyOiloE,BN1DjSE1Zi,aR0GsmHyzX,Romanian Deadlift,8,81.64672369841516,fake_id_401
2021-01-26,uKy2FAIPGl,G1mxtZtEs5,V5w9APevB9,Back Squat,8,83.91468824559335,fake_id_426
2021-09-16,AdTh36CgNG,zJlvUiMLou,rlVcOHF6WD,Barbell Incline Bench Press,5,74.84283005688056,fake_id_408
2021-02-15,7ZzqHrsfEH,uHBREgyju0,6XgMgBDm7Q,Step Up,10,4.535929094356398,fake_id_399
2021-06-15,DLGhG9f7Lw,xPS7RzoOGm,TnQpWhEJv9,Bent Over Barbell Row,10,49.895220037920375,fake_id_396
2021-05-22,wLxOVLeZvG,9VAkz3bNl4,dIOJJMaE7Q,Decline Push Up,10,0.0,fake_id_411
2021-07-20,7VQf6HZre8,k3yxx2a6oz,4OT2bLSyun,Seated Machine Calf Press,15,40.82336184920758,fake_id_410
2021-04-27,uB4DeUmZNn,zJlvUiMLou,GidSf6pCke,Barbell Incline Bench Press,2,37.6482114831581,fake_id_394
2021-08-27,iblefxmfR8,3GvUTFN8up,Hom4TRCUb6,Calf Raise,12,27.215574566138386,fake_id_395
2021-06-28,F6qrm0BQgT,nNMm3ywt6H,3UMvpWKhH6,Pike Push Up,9,0.0,fake_id_440
2021-02-03,qkRAFxB6Zi,UQBXLgsfXN,UQCU7BHd1G,Dumbbell Shrug,12,6.8038936415345965,fake_id_422
2021-05-12,uKiEM4IGsY,9VAkz3bNl4,EteFgATqtU,Decline Push Up,11,0.0,fake_id_431
2021-09-24,GuDN0yO9DJ,jgnSb5e39S,aV2if0l9F1,Australian Chin Up,11,0.0,fake_id_395
2021-01-11,OEV7N1pZGG,BTmBzxhAmZ,eyLRQwRTpO,Dumbbell Pullover,13,7.937875915123695,fake_id_433
